1	01	725094	725275
2	01	817721	817879
3	01	1310588	1310698
4	01	1709709	1709832
5	01	2585171	2585589
6	01	2585171	2585589
7	01	2585171	2585589
8	01	2586352	2586504
9	01	2587636	2587748
10	01	2615469	2615810
11	01	2623896	2624070
12	01	3388057	3388185
13	01	4952086	4952290
14	01	5402575	5402834
15	01	5476765	5477093
16	01	5735356	5735499
17	01	5766553	5766719
18	01	5875725	5876214
19	01	6614549	6614701
20	01	7164112	7164258
21	01	7189111	7189316
22	01	7851208	7851336
23	01	7922322	7922688
24	01	7965354	7965745
25	01	9155986	9156131
26	01	9200018	9200163
27	01	9555405	9555538
28	01	11926258	11926390
29	01	11967573	11968042
30	01	11968160	11968268
31	01	14461475	14461752
32	01	16606862	16607167
33	01	16840499	16840646
34	01	16872491	16872599
35	01	16891601	16891727
36	01	16892464	16892591
37	01	16907145	16907295
38	01	17051750	17051878
39	01	17077134	17077270
40	01	17476348	17476932
41	01	18195067	18195274
42	01	18286224	18286485
43	01	18386535	18386748
44	01	18843489	18843719
45	01	19334983	19335290
46	01	19926508	19926654
47	01	20111617	20111785
48	01	20533963	20534315
49	01	22351820	22351927
50	01	23075282	23075399
51	01	23444001	23444370
52	01	23596557	23596928
53	01	23781050	23781390
54	01	23824394	23824745
55	01	24606000	24606501
56	01	24926141	24926371
57	01	25547040	25547344
58	01	25774412	25774645
59	01	26947202	26947366
60	01	26982976	26983341
61	01	27499572	27499810
62	01	27816474	27816629
63	01	28655491	28655622
64	01	29288432	29288669
65	01	29580052	29580194
66	01	29706056	29706166
67	01	30357608	30357985
68	01	30559158	30559689
69	01	31683010	31683671
70	01	31683010	31683671
71	01	32410286	32410396
72	01	32757908	32758045
73	01	33159334	33159571
74	01	33907553	33907805
75	01	34641299	34641729
76	01	35244001	35244353
77	01	35255601	35255789
78	01	35272599	35272911
79	01	35884806	35885107
80	01	35919533	35919776
81	01	36486722	36486989
82	01	37439677	37440024
83	01	38079932	38080152
84	01	38293351	38293664
85	01	38587401	38587845
86	01	39173331	39173595
87	01	39362033	39362385
88	01	40486691	40487356
89	01	40486691	40487356
90	01	40744860	40745178
91	01	40746417	40746766
92	01	42224621	42225058
93	01	44181766	44181923
94	01	44312019	44312313
95	01	44679028	44679143
96	01	45378639	45378998
97	01	45690508	45690846
98	01	45697710	45698111
99	01	45938973	45939161
100	01	47090428	47090784
101	01	51286495	51286851
102	01	54563913	54564054
103	01	55678280	55678395
104	01	56207720	56208035
105	01	56842863	56843234
106	01	57335753	57336198
107	01	57431826	57432190
108	01	58121893	58122032
109	01	58331846	58332000
110	01	58939969	58940239
111	01	60406025	60406370
112	01	60414185	60414361
113	01	61092510	61092849
114	01	61462769	61462880
115	01	61549396	61549513
116	01	61945920	61946294
117	01	62066446	62066689
118	01	62115998	62116358
119	01	63210054	63210380
120	01	63343215	63343652
121	01	64146141	64146394
122	01	64910952	64911241
123	01	65210222	65210330
124	01	65431056	65431192
125	01	65557021	65557469
126	01	65775573	65775740
127	01	66090059	66090402
128	01	67129461	67129767
129	01	67196540	67196892
130	01	67339913	67340194
131	01	67760018	67760339
132	01	68300887	68301102
133	01	69510292	69510485
134	01	71305693	71305910
135	01	72529027	72529275
136	01	73410051	73410400
137	01	74064000	74064198
138	01	75816600	75816920
139	01	76414618	76414751
140	01	76754188	76754340
141	01	77473350	77473597
142	01	77742199	77742628
143	01	78054998	78055119
144	01	78354174	78354373
145	01	78617365	78617663
146	01	79025912	79026129
147	01	79048264	79048488
148	01	79065008	79065361
149	01	79152620	79152942
150	01	79600664	79601024
151	01	80492052	80492322
152	01	80889543	80889751
153	01	81065341	81065526
154	01	81270181	81270431
155	01	81348758	81349037
156	01	81508589	81508878
157	01	81618176	81618379
158	01	81919104	81919235
159	01	82089763	82090143
160	01	82174807	82175007
161	01	82587027	82587412
162	01	82616009	82616305
163	01	82916263	82916591
164	01	83025768	83026081
165	01	83125686	83125894
166	01	83521699	83521813
167	01	84259457	84259711
168	01	84378884	84379185
169	01	84483140	84483262
170	01	84493874	84493989
171	01	84649393	84649719
172	01	85088613	85088800
173	01	86027018	86027305
174	01	86574493	86574738
175	01	86689597	86689735
176	01	87071770	87072186
177	01	87170879	87171100
178	01	88388423	88388950
